sku,store,attribute_set,type,category,root_category,product_websites,brewing,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,ebizmarts_mark_visited,enable_googlecheckout,food_pairing,gallery,gift_message_available,has_options,image,image_label,ingredients,is_imported,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,nice_flowery_sentence,options_container,origins,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tasting_notes,tax_class_id,tea_liquor,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
GOUR0027-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,08/01/2015 03:04:00,,,,,test description,No,1,"Strawberry shortcake or fresh cr���me dessert. Milk chocolate, panna cotta. ",,,0,,/,Bancha paired with cherry blossoms and vanilla.,,,,,,,,,Use config,Use config,Sakura Flower Tea (200 gr) -10% Off,,,An ode to spring in Japan when cherry blossoms begin to bloom.,Block after Info Column,Japan,,43.2,0,test description,,/,,,,Enabled,"Light bodied tea exuding a milky, floral fragrance. Notes of grass and umami, hints of cherries, with an astringent finish.",Taxable Goods,Pale yellow,,/,08/01/2015 03:05:00,sakura-flower-tea,sakura-flower-tea-2165.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0006,,ART0006,,,,,,,,,,,,88,,,1,0
GOUR0028-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,08/01/2015 03:06:00,,,,,test description,No,1,"Anchovies, salmon, sushi, caramel desserts",,,0,,/,Freshly roasted green tea twigs blended with aromatic yuzu peels.,,,,,,,,,Use config,Use config,Yuzu Kukicha (200 gr) -10% Off,,,"A taste unlike other Japanese teas. Derived from the stems, stalks and twigs from the tea plant, flavoured with yuzu. ",Block after Info Column,Japan,,50.4,0,test description,,/,,,,Enabled,Light bodied tea. Citrusy and savoury notes with a slightly astringent finish.,Taxable Goods,Pale green,,/,08/01/2015 03:07:00,yuzu-kukicha,yuzu-kukicha-2165.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0012,,ART0012,,,,,,,,,,,,88,,,1,0
GOUR0029-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,08/01/2015 03:09:00,,,,,test description,No,1,"Cr���me brulee, cheesecake, vanilla, white chocolate dessert. ",,,0,,/,"Shizouka green tea with yuzu, white orchid and nashi pear. ",,,,,,,,,Use config,Use config,Yuzu Pear Blossom (200 gr) -10% Off,,,Distinct fragrance of summer fruits make this tea light and refreshing. Rich in Vitamin C.,Block after Info Column,Japan,,32.4,0,test description,,/,,,,Enabled,Light bodied tea. Citrusy and savoury notes with a slightly astringent finish.,Taxable Goods,Yellow with a tinge of green,,/,08/01/2015 03:10:00,yuzu-pear-blossom,yuzu-pear-blossom-2164.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0012,,ART0012,,,,,,,,,,,,88,,,1,0
GOUR0047-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,08/01/2015 03:12:00,,,,,test description,No,1,"Couscous salad, roast lamb, feta cheese",,,0,,/,Blend of bamboo leaves with strawberries and oranges.,,,,,,,,,Use config,Use config,Lucky Bamboo (200 gr) -10% Off,,,An unexpected discovery of a fruit basket amidst a lush bamboo forest.,Block after Info Column,Mixed origins,,39.6,0,test description,,/,13/01/2014 00:00:00,17.2,19/01/2014 00:00:00,Enabled,"Fruity top notes of strawberries coupled with the citrusy aroma of oranges, giving it a slight tartness. A hint of menthol in the finishing. ",Taxable Goods,Yellow with a tinge of green,,/,08/01/2015 03:13:00,lucky-bamboo,lucky-bamboo-2259.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0002,,ART0002,,,,,,,,,,,,88,,,1,0
GOUR0022-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,08/01/2015 03:14:00,,,,,test description,No,1,"Goat's cheese, chicken, smoked ham, cream puffs",,,0,,/,Jade needle tea blended with strawberries.,,,,,,,,,Use config,Use config,Lollipop (200 gr) -10% Off,,,Enjoy the juiciness of a childhood favourite all in a delightful cup of tea.,Block after Info Column,China,,32.4,0,test description,,/,,,,Enabled,"Light bodied tea with floral,fruity notes of strawberry, slightly tangy on the palate. Sweet aftertaste",Taxable Goods,Light gold,,/,08/01/2015 03:15:00,lollipop,lollipop-2142.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,GOUR0008,,GOUR0008,,,,,,,,,,,,88,,,1,0
GOUR0021-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,08/01/2015 03:17:00,,,,,test description,No,1,"Steamed seafood, brie and camembert cheese, poached fruit in wine.",,,0,,/,Coiled leaf buds of green with white streaks.,,,,,,,,,Use config,Use config,Jasmine Silver Clouds (200 gr) -10% Off,,,Immaculate coils of leaf tips unfurling in a cup to release a celestial scent.,Block after Info Column,China,,45,0,test description,,/,13/01/2014 00:00:00,20.5,19/01/2014 00:00:00,Enabled,"Well-rounded yet light-bodied tea. Top notes of jasmine give way to toasty biscuit mid notes, ending with a lingering floral aroma. ",Taxable Goods,Straw yellow,,/,08/01/2015 03:18:00,jasmine-silver-clouds,jasmine-silver-clouds-2141.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0003,,ART0003,,,,,,,,,,,,88,,,1,0
GOUR0019-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,08/01/2015 03:19:00,,,,,test description,No,1,"Cheesecake, cr���me brulee, white chocolate, egg tofu, dough fritters",,,0,,/,Sencha with the aroma of Javanese vanilla beans.,,,,,,,,,Use config,Use config,French Vanilla Sencha (200 gr) -10% Off,,,Mellowing the bitterness of sencha with velvety vanilla. Simple yet delectable.,Block after Info Column,Japan,,32.4,0,test description,,/,,,,Enabled,"Toasty top notes that are mildly vegetal, with a short and light vanilla finish. Bitter and slightly astringent. ",Taxable Goods,Yellow with a tinge of green,,/,08/01/2015 03:20:00,french-vanilla-sencha,french-vanilla-sencha-2107.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0004,,ART0004,,,,,,,,,,,,88,,,1,0
GOUR0020-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 2 -4 mins.,,,,08/01/2015 03:22:00,,,,,test description,No,1,"Tempura, soba, Japanese rice biscuits, sushi",,,0,,/,"Japanese Sencha from young tender green tea leaves with roasted rice grains. 
",,,,,,,,,Use config,Use config,Genmaicha (200 gr) -10% Off,,,"Formerly considered a poor man's tea in Japan, this refreshing brew is now enjoyed by many for its hearty character. Naturally low in caffeine. ",Block after Info Column,Japan,,25.2,0,test description,,/,,,,Enabled,Light bodied tea with nutty notes and a toasted sesame flavour.,Taxable Goods,Yellow with a tinge of green,,/,08/01/2015 03:23:00,genmaicha,genmaicha-2114.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,GC0006,,GC0006,,,,,,,,,,,,88,,,1,0
GOUR0017-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 3 -4 mins.,,,,08/01/2015 03:31:00,,,,,test description,No,1,"Brie and camembert cheese, chocolate truffles. ",,,0,,/,White tea blend with rosehips and grapes.,,,,,,,,,Use config,Use config,White Muscato (200 gr) -10% Off,,,"Grown in the highest plantation in Darjeeling, this white tea is prized for its rarity and marries perfectly the sweetness of grapes and rose hips.",Block after Info Column,"Darjeeling, North India",,45,0,test description,,/,,,,Enabled,"Medium bodied tea, exuding light hints of floral notes with a pronounced aroma of bitter sweetness brought out by ripened Muscat grapes. ",Taxable Goods,Bright copper,,/,08/01/2015 03:32:00,white-muscato,white-muscato-2105.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,GOUR0014,,GOUR0014,,,,,,,,,,,,88,,,1,0
GOUR0016-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 3 -4 mins.,,,,08/01/2015 03:35:00,,,,,test description,No,1,"Honey, strong cheeses, couscous salad",,,0,,/,"White tea aromatised with yuzu, rose and ylang yalng. ",,,,,,,,,Use config,Use config,Seabreeze (200 gr) -10% Off,,,Inspired by the pristine waters and sea breeze of Southern France gently caressing the skin.,Block after Info Column,Mixed origins,,45,0,test description,,/,,,,Enabled,"Light-bodied tea.Floral, citrus top notes coupled with herbaceous mid notes of eucalyptus give way to a smooth finishing.",Taxable Goods,Greenish yellow,,/,08/01/2015 03:35:00,seabreeze,seabreeze-2116.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,GOUR0006,,GOUR0006,,,,,,,,,,,,88,,,1,0
GOUR0015-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 3 -4 mins.,,,,08/01/2015 03:38:00,,,,,test description,No,1,"White chocolate, fresh fruits, pesto-base pasta. ",,,0,,/,"White tea with pomegranate, rose and magnolia.",,,,,,,,,Use config,Use config,Pomegranate Ruby (200 gr) -10% Off,,,A delicate white tea blend of lush pomegranate and flowers. Packed with powerful antioxidants.,Block after Info Column,China,,45,0,test description,,/,,,,Enabled,"Light bodied tea. Notes of green chestnuts and pine with a light, floral aroma.  ",Taxable Goods,Pale yellow,,/,08/01/2015 03:39:00,pomegranate-ruby,pomegranate-ruby-2117.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0002,,ART0002,,,,,,,,,,,,88,,,1,0
GOUR0014-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 3 -4 mins.,,,,08/01/2015 03:40:00,,,,,test description,No,1,"Stir fried vegetable dishes, steamed tofu, garden salads",,,0,,/,White tea blend of peony petals with lychee.,,,,,,,,,Use config,Use config,Peony Jade (200 gr) -10% Off,,,A divine creation of white tea complemented by a deep floral bouquet.,Block after Info Column,China,,45,0,test description,,/,,,,Enabled,"Light bodied tea. Pronounced floral aroma that is delicately sweet. Mild fruity hints of passionfruit, with a slightly astringent finish. ",Taxable Goods,Light gold,,/,08/01/2015 03:41:00,peony-jade,peony-jade-2105.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,GOUR0022,,GOUR0022,,,,,,,,,,,,88,,,1,0
GOUR0013-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 3 -4 mins.,,,,08/01/2015 03:42:00,,,,,test description,No,1,"Japanese confections, spongecakes, asparagus",,,0,,/,"White tea blend of sweet cherries and spring flowers. 
",,,,,,,,,Use config,Use config,Cherry Blossom (200 gr) -10% Off,,,Greet the early spring morning with the dainty scent of spring blossoms and ripe cherries.,Block after Info Column,China,,45,0,test description,,/,,,,Enabled,"Light bodied tea. Mild fruity aroma leading into delicate floral top notes, with a slightly astringent finish. ",Taxable Goods,Light gold,,/,08/01/2015 03:43:00,cherry-blossom,cherry-blossom-2317.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0006,,ART0006,,,,,,,,,,,,88,,,1,0
GOUR0018-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 3 -4 mins.,,,,08/01/2015 03:45:00,,,,,test description,No,1,"Brie and camembert cheese, chocolate truffles. ",,,0,,/,"White tea blend with rosehips, grapes and a hint of gold dust.",,,,,,,,,Use config,Use config,Gold Muscato (200 gr) -10% Off,,,"Grown in the highest plantation in Darjeeling, this white tea is prized for its rarity and marries perfectly the sweetness of grapes and rose hips.",Block after Info Column,"Darjeeling, North India",,63,0,test description,,/,,,,Enabled,"Medium bodied tea, exuding light hints of floral notes with a pronounced aroma of bitter sweetness brought out by ripened Muscat grapes. ",Taxable Goods,Bright copper with gold dust,,/,08/01/2015 03:46:00,gold-muscato,gold-muscato-2114.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,GOUR0014,,GOUR0014,,,,,,,,,,,,88,,,1,0
GOUR0037-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 6 -8 mins.,,,,08/01/2015 03:48:00,,,,,test description,No,1,"Apple pastries, Cinnamon pastries, figs",,,0,,/,"Blend of African Honeybush, marigold and lemon myrtle. ",,,,,,,,,Use config,Use config,African Sunset (200 gr) -10% Off,,,Inspired by the magnificent sunset from the shores of Magadascar. Naturally caffeine-free.,Block after Info Column,South Africa,,32.4,0,test description,,/,,,,Enabled,"Herbaceous top notes of tobacco, reminiscent of the African bush, with a lingering sweet aftertaste. ",Taxable Goods,Deep gold,,/,08/01/2015 03:49:00,african-sunset,african-sunset-2218.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,GOUR0041,,GOUR0041,,,,,,,,,,,,88,,,1,0
GOUR0043-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 6 -8 mins.,,,,08/01/2015 03:50:00,,,,,test description,No,1,"Tiramisu, sweet potatoes, brownies",,,0,,/,"Rooibos tea with marigold, aromatised with vanilla",,,,,,,,,Use config,Use config,Vanilla Rooibos (200 gr) -10% Off,,,"Warm, rounded flavours resembling the lavishness of a smooth cigar. Naturally caffeine-free. ",Block after Info Column,South Africa,,32.4,0,test description,,/,,,,Enabled,"Woody, grassy top notes, with mild notes of vanilla. Lingering sweet aftertaste.",Taxable Goods,Copper,,/,08/01/2015 03:51:00,vanilla-rooibos,vanilla-rooibos-2243.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,GOUR0039,,GOUR0039,,,,,,,,,,,,88,,,1,0
GOUR0042-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 6 -8 mins.,,,,08/01/2015 03:52:00,,,,,test description,No,1,"Dried fruits and nuts, brie and camembert cheese",,,0,,/,"Rooibos blend from South Africa with almonds, coconut and pink rose.",,,,,,,,,Use config,Use config,Rose Marzipan (200 gr),,,"Wonderfully hearty, evoking memories of home. Best served with honey. Naturally caffeine-free. ",Block after Info Column,South Africa,,32.4,0,test description,,/,24/02/2015 00:00:00,25.92,,Enabled,Floral fragrance of rose with a slightly bittersweet almond finish.,Taxable Goods,Dark copper,,/,24/02/2015 07:37:00,rose-marzipan,rose-marzipan-2239.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,GOUR0039,,GOUR0039,,,,,,,,,,,,88,,,1,0
GOUR0041-05,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 6 -8 mins.,,,,08/01/2015 03:55:00,,,,,test description,No,1,"Fruit tarts, baked poultry, dried fruits and nuts",,,0,,/,Green bush and rooibos tea with peach bits.,,,,,,,,,Use config,Use config,Peach Nectar (200 gr) -10% Off,,,"Ambrosial infusion of ripe peaches and rooibos, a drink fit for the gods. Naturally caffeine-free",Block after Info Column,South Africa,,32.4,0,test description,,/,,,,Enabled,"Fruity aroma of sweet, luscious peaches coupled with a touch of creaminess. ",Taxable Goods,Copper,,/,08/01/2015 03:56:00,peach-nectar,peach-nectar-2621.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,GOUR0039,,GOUR0039,,,,,,,,,,,,88,,,1,0
GOUR0040-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 6 -8 mins.,,,,08/01/2015 03:58:00,,,,,test description,No,1,"Fruit pastries, dried fruit and nuts, goat's cheese",,,0,,,"Rooibos blend with pineapple, mango, lemon myrtle and lemon grass.",,,,,,,,,Use config,Use config,Magic Desert (200 gr),,,Embark on a romantic escapade to the vast Saharan desert. Naturally caffeine-free.,Block after Info Column,South Africa,,32.4,0,test description,,,24/02/2015 00:00:00,25.92,,Enabled,"Pronounced notes of citrus and fresh tropical fruits, slightly tangy. ",Taxable Goods,Dark copper,,,24/02/2015 07:55:00,magic-desert,magic-desert-2235.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,GOUR0007,,GOUR0007,,,,,,,,,,,,88,,,1,0
GOUR0076-03,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 6 -8 mins.,,,,08/01/2015 04:00:00,,,,,test description,No,1,"Apple pies, dried fruits and nuts, carrot cake, vanilla ice cream. ",,,0,,/,"Rooibos blend with pistachios, almonds, apples and raisins.",,,,,,,,,Use config,Use config,Rooibos Velvet Tea (200 gr),,,"Rich, fruity, chunky all at the same time. Everything you can ask for in a dessert. Naturally caffeine-free. ",Block after Info Column,South Africa,,32.4,0,test description,,/,24/02/2015 00:00:00,25.92,,Enabled,Top notes of caramel butter with fruity notes and a strong nutty base.,Taxable Goods,Dark copper,,/,28/02/2015 05:09:00,rooibos-velvet-tea,rooibos-velvet-tea-401.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,GOUR0042,,GOUR0042,,,,,,,,,,,,88,,,1,0
GOUR0038-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of water at 70-80�C. Steep for 6 -8 mins.,,,,08/01/2015 04:02:00,,,,,test description,No,1,"Prosciutto ham, parmesan cheese, poached pears",,,0,,/,"Blend of rooibos, rosehips and melon bits.",,,,,,,,,Use config,Use config,Aloe Verah (200 gr) -10% Off,,,"A blend as enchanting and uplifting as an oasis in the dessert, Naturally caffeine-free. ",Block after Info Column,South Africa,,32.4,0,test description,,/,,,,Enabled,Fresh fruity notes of ripe melons with herbaceous notes. Sweet finish with a hint of tartness.,Taxable Goods,Copper,,/,08/01/2015 04:02:00,aloe-verah,aloe-verah-2222.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,GOUR0024,,GOUR0024,,,,,,,,,,,,88,,,1,0
GOUR0063-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,08/01/2015 04:04:00,,,,,test description,No,1,"Cakes, cookies, honey",,,0,,/,Egyptian lavender florets.,,,,,,,,,Use config,Use config,Lavender (200 gr) -10% Off,,,"A prized commodity in ancient Rome, lavender was used for sacred ceremonies. Today it is popular for its sweet fragrance and its relaxing properties. ",Block after Info Column,Egypt,,45,0,test description,,/,,,,Enabled,Refreshingly sweet floral fragrance.,Taxable Goods,Light copper,,/,08/01/2015 04:05:00,lavender,lavender-2289.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0008,,ART0008,,,,,,,,,,,,88,,,1,0
GOUR0064-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,08/01/2015 04:06:00,,,,,test description,No,1,"Chicken, seafood, pandan",,,0,,/,Shaven spirals of lemongrass.,,,,,,,,,Use config,Use config,Lemongrass (200 gr) -10% Off,,,"Native to South Asia, it is a common ingredient in South Asian cuisine. Also known to be a traditional remedy for coughs and indigestion. Serve as an iced tea for an afternoon treat.",Block after Info Column,Thailand,,28.8,0,test description,,/,,,,Enabled,"Strong citrus, herbaceous aroma.",Taxable Goods,Yellow with a tinge of green,,/,08/01/2015 04:07:00,lemongrass,lemongrass-2287.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0001,,ART0001,,,,,,,,,,,,88,,,1,0
GOUR0066-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,08/01/2015 04:08:00,,,,,test description,No,1,"Creamy desserts, jellies",,,0,,/,Dried yellow osmanthus blossoms.,,,,,,,,,Use config,Use config,Osmanthus (200 gr) -10% Off,,,Widely used to flavour Chinese teas and desserts. Osmanthus is also believed to improve complexion.,Block after Info Column,China,,45,0,test description,,/,,,,Enabled,"Sweet, juicy peach aroma.",Taxable Goods,Light gold,,/,08/01/2015 04:09:00,osmanthus,osmanthus-2307.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0004,,ART0004,,,,,,,,,,,,88,,,1,0
GOUR0067-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,08/01/2015 04:10:00,,,,,test description,No,1,Stewed or roasted lamb and beef,,,0,,/,Dried peppermint leaves.,,,,,,,,,Use config,Use config,Peppermint Leaves (200 gr) -10% Off,,,Peppermint leaves were often used to crown luminaries in ancient Greece and Rome. Has powerful microbial properties which aid digestion.,Block after Info Column,North America,,32.4,0,test description,,/,,,,Enabled,"Fresh, pure aroma with strong menthol notes.",Taxable Goods,Yellow with a tinge of green,,/,08/01/2015 04:11:00,peppermint-leaves,peppermint-leaves-2288.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0005,,ART0005,,,,,,,,,,,,88,,,1,0
GOUR0068-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,08/01/2015 04:12:00,,,,,test description,No,1,"Pistachios, lychees, raspberries, balsamic vinegar, tomatoes, brie",,,0,,/,Buds of Moroccan roses.,,,,,,,,,Use config,Use config,Pink Rose Buds (200 gr) -10% Off,,,"Poets and artists have paid homage to this sweet-smelling flower. When used in food or beverages, it imparts a mellow, floral quality to the aroma.",Block after Info Column,Morocco,,45,0,test description,,/,,,,Enabled,Unmistakable floral top notes reminiscent of a freshly cut flower.,Taxable Goods,Light copper,,/,08/01/2015 04:13:00,pink-rose-buds,pink-rose-buds-2312.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0002,,ART0002,,,,,,,,,,,,88,,,1,0
GOUR0069-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,08/01/2015 04:14:00,,,,,test description,No,1,"Apple pie, sticky date pudding, cheese cake. ",,,0,,/,Dried yellow chamomile flowers.,,,,,,,,,Use config,Use config,Roman Chamomile (200 gr) -10% Off,,,"Cultivated in the Nile Delta, where the world's best chamomile can be found. A remedy to ease a busy mind. ",Block after Info Column,Egypt,,28.8,0,test description,,/,,,,Enabled,"Smooth mouthfeel akin to honey, herbaceous notes.",Taxable Goods,Light gold,,/,08/01/2015 04:15:00,roman-chamomile,roman-chamomile-2320.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0011,,ART0011,,,,,,,,,,,,88,,,1,0
GOUR0050-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,08/01/2015 04:20:00,,,,,test description,No,1,"Apple pastries, spicy chocolate, tea cakes",,,0,,/,"Herbal tisane with cocoa, camomile, shiso leaves, fennel seeds.",,,,,,,,,Use config,Use config,Sensuale (200 gr) -10% Off,,,"Gentle and calming, dissipating any traces of stress. A nourishing brew you truly deserve after a long day. ",Block after Info Column,Mixed origins,,32.4,0,test description,,/,,,,Enabled,"Floral notes and herbaceous notes of straw, with a mild sweetness. Rich mouth feel.",Taxable Goods,Deep gold,,/,08/01/2015 04:22:00,sensuale,sensuale-2256.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0007,,ART0007,,,,,,,,,,,,88,,,1,0
GOUR0049-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,08/01/2015 04:26:00,,,,,test description,No,1,"Butter cookies, cream cakes, pistachio desserts, turkish delight",,,0,,/,Herbal Tisane of Moroccan pink rose and Egyptian Marigold blossoms.,,,,,,,,,Use config,Use config,Pink Rose & Marigold (200 gr) -10% Off,,,A marriage of the scents we love most - fresh flowers and creamy butter.,Block after Info Column,Mixed origins,,45,0,test description,,/,,,,Enabled,"Buttery and floral notes, soothing and fragrant with a hint of bitterness ",Taxable Goods,Gold,,/,08/01/2015 04:27:00,pink-rose-marigold,pink-rose-marigold-2245.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0003,,ART0003,,,,,,,,,,,,88,,,1,0
GOUR0048-04,,Default,simple,Online Store/Tea/Collections,Default Root,base,2g for 200ml of boiling water. Steep for 6 -8 mins.,,,,08/01/2015 04:29:00,,,,,test description,No,1,"Dosa, marsala, lamb stew, paella",,,0,,/,"Herbal tisane of apples, cardamon, safflower, lemongrass and mint.",,,,,,,,,Use config,Use config,Pastisan (200 gr) -10% Off,,,A kaleidoscope of colours and flavours created to enthrall your senses. A soothing brew perfect for any time of the day.,Block after Info Column,Germany,,32.4,0,test description,,/,,,,Enabled,Strong notes of licorice and mint with a lingering sweetness on the palate.,Taxable Goods,Light gold,,/,08/01/2015 04:29:00,pastisan,pastisan-2235.html,Not Visible Individually,220,0,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,1,0,1,0,0,,,ART0012,,ART0012,,,,,,,,,,,,88,,,1,0
